Indicator Name,Indicator Code,Country Name,Country Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Singapore,SGP,48.9422236,48.90329638,48.98922364,49.13828645,49.28758737,49.43865927,49.45513285,49.21346602,48.86806557,48.54819835,48.25172271,48.02873582,47.92382394,47.87637254,47.83124667,47.78813471,47.75627263,47.74212163,47.73599108,47.73110911,47.7265378,47.71437404,47.69460332,47.70331923,47.74098491
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Solomon Islands,SLB,48.30104788,48.33037969,48.38292896,48.43286893,48.4805384,48.52485772,48.56700505,48.60689459,48.64303564,48.67664985,48.70820885,48.73647746,48.76228281,48.78532064,48.8051308,48.82192927,48.83736493,48.8509828,48.86286306,48.87379427,48.8837662,48.89386581,48.90407727,48.92809755,48.96559269
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Sierra Leone,SLE,50.34033534,50.35236178,50.32408254,50.29412778,50.26151641,50.22802729,50.19314367,50.15699406,50.1229382,50.09351717,50.066679,50.04227323,50.02001547,49.99958018,49.98168664,49.96578761,49.95155694,49.93959764,49.92861669,49.91982859,49.91251211,49.90548909,49.89882599,49.89154885,49.88466734
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,El Salvador,SLV,51.79999433,51.83660872,51.87467801,51.91597456,51.96365464,52.01829793,52.07968377,52.14604977,52.18273727,52.18856845,52.19328315,52.1972727,52.20156129,52.20631592,52.21275334,52.22252069,52.23809217,52.26155946,52.29206846,52.32449092,52.34975161,52.36677048,52.38182645,52.39347566,52.39798691
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,San Marino,SMR,51.15891532,51.08302576,51.05908176,51.06725303,51.05765533,51.03289451,50.99972889,50.94963116,50.9449493,50.97068404,50.99327087,51.05353075,51.28481305,51.42158638,51.3684843,51.35823175,51.36133452,51.37140155,51.36246183,51.32333997,51.28152613,51.29532155,51.3439028,51.33986928,51.30788895
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Somalia,SOM,50.04411127,50.02226117,50.00159303,49.98224969,49.96488623,49.94995727,49.93597198,49.92340732,49.91339341,49.90490936,49.89520493,49.88959102,49.88603842,49.88118479,49.87756842,49.87477492,49.87321186,49.87307287,49.87351843,49.87285783,49.87032344,49.86718281,49.86617801,49.86539858,49.86314566
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Serbia,SRB,51.69128555,51.72583012,51.75147923,51.77399706,51.78553611,51.79027634,51.80273285,51.82356373,51.85065455,51.87640639,51.9019817,51.92846694,51.95187771,51.97244232,51.9926319,52.01036326,52.02377925,52.03506124,52.0413724,52.04318965,52.04786993,52.06172053,52.07315731,52.06908943,52.05533526
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,South Sudan,SSD,51.58292658,51.49251608,51.40060155,51.31212516,51.22285486,51.13298706,51.04684356,50.96447271,50.88834726,50.81899272,50.75692688,50.69398386,50.63696848,50.5924439,50.55441498,50.54476458,50.54451377,50.54324896,50.55851696,50.56219,50.54263794,50.51895457,50.49823823,50.47689194,50.45538758
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Sao Tome and Principe,STP,50.1798206,50.16491086,50.15520519,50.14315174,50.13007115,50.12143541,50.11813459,50.11796651,50.11863758,50.11608929,50.11452439,50.11639526,50.10427641,50.08898296,50.08231961,50.07822904,50.07507806,50.07281364,50.07402565,50.07807177,50.08224642,50.09490443,50.11138153,50.12402146,50.14060451
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Suriname,SUR,49.79700632,49.71899674,49.6429993,49.57108214,49.50653063,49.50330218,49.55445353,49.60260372,49.64769124,49.69022621,49.73027128,49.77072956,49.81200624,49.85155283,49.88855336,49.92364161,49.95577566,49.99458254,50.04161284,50.0869946,50.11885704,50.14438322,50.18034699,50.22587535,50.27453485
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Slovak Republic,SVK,51.38919589,51.41549913,51.42566032,51.42271757,51.42048119,51.41314372,51.40289444,51.39423886,51.3852865,51.37629152,51.36047517,51.34140683,51.32243627,51.30088405,51.2847803,51.27217681,51.25264451,51.22820856,51.20688486,51.18728709,51.17163349,51.16681734,51.17346615,51.13734446,51.10871948
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Slovenia,SVN,51.39057757,51.34989536,51.31428352,51.26504272,51.19465007,51.11928451,51.03702255,50.9516431,50.86967417,50.7859017,50.69403367,50.59945452,50.54189081,50.51600644,50.4921409,50.46809101,50.39377912,50.27506914,50.15802576,50.04112209,49.9233045,49.80277582,49.74200367,49.7314425,49.71035654
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Sweden,SWE,50.57540641,50.557674,50.53323979,50.50324826,50.47345837,50.44343996,50.41211975,50.37822694,50.33697167,50.29156691,50.24566698,50.19810314,50.14915413,50.0968869,50.04179737,49.98728906,49.93200058,49.87593583,49.81979859,49.76524011,49.71362268,49.66667371,49.62773346,49.60242563,49.58701805
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Eswatini,SWZ,51.79846225,51.81262227,51.82735482,51.84909912,51.86688289,51.87508679,51.87883786,51.88678107,51.89887898,51.82388725,51.65588016,51.49056295,51.34059063,51.19790111,51.06297935,50.93807872,50.82182769,50.71272026,50.61186913,50.51782618,50.42796207,50.37364853,50.36111756,50.38854261,50.44275707
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Sint Maarten (Dutch part),SXM,51.03847907,51.17255404,51.28120786,51.38352849,51.50435599,51.64186762,51.7908173,51.9504605,52.1128952,52.28617205,52.46772274,52.64575892,52.72749107,50.33723214,47.95607077,47.6342711,47.37470464,47.12668698,47.10980589,47.06717796,46.83806422,46.63350221,46.47836156,46.46519525,46.54018362
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Seychelles,SYC,49.82177514,49.72020984,49.62220964,49.55175718,49.44731553,49.30295697,49.17271171,49.04182885,48.90687801,48.76399982,48.61254531,48.4422513,48.25476675,48.07625723,47.91860537,47.80155305,47.71563886,47.63501413,47.55281846,47.47092657,47.38102766,47.3258789,47.30865682,47.35338599,47.45123537
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Syrian Arab Republic,SYR,49.38503073,49.39971133,49.41401061,49.42732825,49.44079263,49.44994215,49.454881,49.47065432,49.49704644,49.50841851,49.50965354,49.51536566,49.52163663,49.54451727,49.58587067,49.63395202,49.68234608,49.72926958,49.78571511,49.84157779,49.87657881,49.89714092,49.91111811,49.92766861,49.94894738
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Turks and Caicos Islands,TCA,48.7377669,48.73026035,48.71284094,48.73774153,48.81089287,48.8740216,48.95186497,49.01305317,49.05588549,49.09561666,49.14453658,49.20608222,49.26336968,49.30956018,49.33916771,49.35543804,49.3896765,49.4326204,49.46039554,49.49743293,49.53806871,49.57990785,49.61874363,49.66194779,49.69823282
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Chad,TCD,50.25552222,50.21766802,50.1810558,50.14236224,50.10332342,50.06753522,50.03466263,50.00494906,49.97938492,49.95547212,49.93192491,49.90928333,49.88971994,49.8726294,49.8582331,49.84658826,49.83745011,49.82659344,49.81576817,49.80906435,49.80536206,49.8036342,49.80407154,49.80621853,49.80734815
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Togo,TGO,50.19438403,50.17758462,50.16004506,50.14035684,50.12017153,50.09744452,50.07277299,50.04638898,50.01963609,49.9920289,49.96518001,49.93870072,49.91093062,49.88402016,49.85883511,49.83586894,49.81470526,49.79524507,49.77779249,49.76323773,49.75170731,49.7421049,49.73552398,49.73018067,49.72395566
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Thailand,THA,50.68897379,50.73076792,50.75035006,50.76377966,50.7776253,50.7921601,50.80801126,50.82554798,50.84391799,50.86362351,50.88433371,50.91382603,50.95182493,50.99010552,51.02931502,51.06990768,51.11207228,51.15778049,51.20589941,51.2548286,51.3048979,51.35481777,51.40576396,51.45392076,51.49708406
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Tajikistan,TJK,50.87543309,50.90712607,50.8416227,50.75832097,50.6767037,50.59533577,50.51291321,50.4281949,50.34151592,50.2522108,50.16146274,50.07735071,50.0050804,49.94089022,49.88345269,49.83488559,49.79500973,49.76254161,49.73650289,49.71450895,49.69587136,49.6868296,49.68091492,49.67508096,49.673965
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Turkmenistan,TKM,50.77471424,50.76038512,50.74639263,50.73247998,50.72027919,50.71038335,50.69951031,50.68801575,50.67665109,50.66180295,50.64357801,50.62359884,50.60238087,50.57918743,50.55570094,50.53609721,50.51989697,50.50331759,50.48808027,50.47725779,50.47055901,50.46497541,50.46040945,50.45913631,50.46025997
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Timor-Leste,TLS,48.51491203,48.59977686,48.6575043,48.69591124,48.73214268,48.75743798,48.76092655,48.75060831,48.73685698,48.7208027,48.70187886,48.70517398,48.75918259,48.83569663,48.90556194,48.96913481,49.00005225,49.00143888,49.00167708,49.00142252,49.00081066,49.0019577,49.00616378,49.00767616,49.00602383
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Tonga,TON,49.15867506,49.17984854,49.20259665,49.2206466,49.22708553,49.2335961,49.2412409,49.24851681,49.31075226,49.43609023,49.5529381,49.64752335,49.74398528,49.84093319,49.94163733,50.04314145,50.13757751,50.22656967,50.30783095,50.38611507,50.4578327,50.50734414,50.537178,50.54371222,50.52842549
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Trinidad and Tobago,TTO,50.48170283,50.48337228,50.49242959,50.50870603,50.52705925,50.54497154,50.56589303,50.58089837,50.59005922,50.60385424,50.62386213,50.64468736,50.66041323,50.67097695,50.68184232,50.696062,50.71830333,50.74448898,50.76149376,50.58812036,50.53162758,50.65201196,50.65823842,50.68143045,50.72058332
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Tunisia,TUN,49.81885596,49.86051188,49.9021873,49.94533195,49.99114167,50.04318308,50.08598098,50.11544745,50.14524505,50.17399194,50.20277242,50.23277975,50.2502237,50.2691737,50.30228444,50.33557769,50.36914964,50.40411472,50.43978115,50.47613597,50.51399607,50.55940676,50.60693409,50.64491539,50.67493173
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Turkiye,TUR,49.70008126,49.70486191,49.71056837,49.71707186,49.72500546,49.73337272,49.74171278,49.74975838,49.75714595,49.76429292,49.77137551,49.77797973,49.78516149,49.792928,49.79958438,49.80552238,49.81231993,49.82130945,49.83061604,49.83928497,49.84893932,49.86300658,49.8795311,49.89242188,49.90303171
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Tuvalu,TUV,50.67427386,50.51877983,50.35859058,50.18212093,50.0103434,49.82126443,49.65698144,49.50149551,49.32505666,49.11409657,48.93351268,48.77725118,48.61682243,48.46139672,48.36050559,48.37141022,48.36811621,48.32288979,48.30070188,48.33870225,48.38444688,48.48676484,48.63441628,48.73585573,48.7978238
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Tanzania,TZA,50.57181583,50.55433101,50.55354635,50.56879619,50.59083003,50.61896262,50.6440915,50.66784836,50.69074951,50.72253467,50.7872993,50.84060313,50.85443648,50.85711992,50.84606026,50.83000633,50.78197264,50.71261978,50.65866278,50.62986178,50.62274167,50.61066031,50.59211175,50.57703205,50.566214
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Uganda,UGA,51.09838819,51.08059521,51.06086521,51.03746747,51.00894959,50.97554771,50.94042965,50.90793257,50.87667134,50.84473014,50.81431862,50.78535074,50.75688666,50.73080076,50.70752691,50.68204762,50.65404827,50.62690107,50.59855706,50.56988377,50.54235155,50.51619527,50.49341845,50.47293643,50.45359081
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Ukraine,UKR,53.66601001,53.69022615,53.72512725,53.75826521,53.78043943,53.80563875,53.84082446,53.87058611,53.89326615,53.91129966,53.91047998,53.89056809,53.86463622,53.82521331,53.78309699,53.74430028,53.71136692,53.69190662,53.67574188,53.66314641,53.67527662,53.69556671,53.71772601,54.08092326,54.4010535
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Uruguay,URY,51.51433548,51.55429886,51.60255915,51.65629751,51.710379,51.759475,51.78476428,51.78819859,51.78743581,51.78302618,51.77623293,51.76798897,51.7582059,51.74660863,51.73318191,51.71744708,51.69794564,51.6745436,51.64943604,51.62536672,51.60591983,51.585787,51.56549707,51.54914377,51.53258384
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,United States,USA,50.80189226,50.76924155,50.7514309,50.75104876,50.75429163,50.74864852,50.74040636,50.73521275,50.73482643,50.73755399,50.74140819,50.74507851,50.72283915,50.67721161,50.63412507,50.59411901,50.5577485,50.52253109,50.48927878,50.46116045,50.43700824,50.43656211,50.4620718,50.48679896,50.50087256
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Uzbekistan,UZB,49.95286698,49.98309767,50.00879064,50.02824188,50.04622112,50.06319249,50.07372215,50.07517969,50.07276558,50.06711194,50.05757985,50.04499685,50.03088364,50.01687453,50.0054934,49.99642981,49.98613383,49.97758283,49.97528931,49.97668074,49.97924611,49.97550904,49.96722704,49.95936485,49.95114882
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,St. Vincent and the Grenadines,VCT,49.05916926,49.03657754,49.01400023,48.99691494,48.97531563,48.94323671,48.90711602,48.87863803,48.85494117,48.83335146,48.81646031,48.79880704,48.78062243,48.76807639,48.76407631,48.76814576,48.78195376,48.79439049,48.81429478,48.84547069,48.88109489,48.93244896,49.00030671,49.08223342,49.16777566
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,"Venezuela, RB",VEN,49.87383465,49.88502206,49.90475359,49.92418952,49.94216708,49.96165201,49.98073216,50.00349973,50.03025784,50.06199829,50.09533007,50.1240605,50.14941319,50.17563031,50.20095334,50.22479522,50.24982545,50.28217589,50.32047283,50.36441951,50.41409227,50.46144405,50.50752899,50.54433487,50.5697852
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,British Virgin Islands,VGB,48.62657,48.63211301,48.74376725,49.0276212,49.35401692,49.64560863,49.89573137,50.11717305,50.33146759,50.53417576,50.70995415,50.80926114,50.9191045,51.03972415,51.090484,51.17531324,51.29401348,51.40388043,51.50365935,51.60046151,51.69879124,51.79553543,51.87969925,51.88308577,51.8105143
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Virgin Islands (U.S.),VIR,52.14371169,52.2401442,52.27487362,52.24599675,52.21180374,52.1757867,52.14733145,52.12929756,52.12145681,52.12993745,52.16545972,52.19799891,52.21937808,52.25773816,52.30640604,52.37031233,52.45858584,52.56558114,52.6857861,52.8140877,52.94269335,53.0863583,53.23555564,53.38561303,53.53417722
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Viet Nam,VNM,51.08702015,51.07404144,51.04015864,51.00476539,50.96954833,50.93442356,50.89838427,50.8622674,50.82715636,50.79385211,50.76900789,50.75184577,50.73497113,50.71726706,50.69908531,50.68168857,50.66620966,50.65322042,50.64216359,50.63309408,50.62637875,50.61892668,50.61335753,50.60307563,50.58591256
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Vanuatu,VUT,49.02524649,49.06546435,49.1153811,49.15918367,49.20003088,49.24113322,49.28365314,49.3215146,49.35689417,49.39218301,49.43113785,49.46934851,49.50376849,49.5384998,49.57121282,49.60044753,49.62595591,49.64585584,49.66079679,49.6750735,49.68922879,49.69857388,49.70623901,49.71322764,49.71629806
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Samoa,WSM,47.92904929,47.97997913,48.0299682,48.09194663,48.16741357,48.24296949,48.31518455,48.38128832,48.44076481,48.49546632,48.54536795,48.593018,48.64095421,48.68617633,48.72936246,48.771542,48.8134361,48.85328689,48.88985214,48.92823592,48.96486633,48.99106216,49.0085206,49.01790613,49.01697529
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Kosovo,XKX,48.67982753,48.69389662,48.73745827,48.80933687,48.94056567,49.07634866,49.21651462,49.35881813,49.50409397,49.65586652,49.81702018,49.98970747,50.08119653,50.08540299,50.09046478,50.09863264,50.10732627,50.11358165,50.11913383,50.12374544,50.12760403,50.13820571,50.15574525,50.1637029,50.16103689
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,"Yemen, Rep.",YEM,49.60898288,49.5856501,49.56276184,49.54005851,49.5183344,49.4972799,49.47748127,49.46098337,49.44636712,49.43112874,49.41730381,49.40582638,49.39475443,49.38446748,49.37444416,49.36489003,49.36568929,49.37434588,49.38303223,49.40338604,49.42868017,49.44568286,49.46148677,49.48096862,49.50203085
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,South Africa,ZAF,52.59963505,52.5318806,52.47101009,52.41070185,52.34209188,52.26841562,52.19368235,52.12082392,52.05204031,51.98714895,51.92585597,51.86338703,51.79766348,51.73323159,51.67185177,51.57883535,51.40100927,51.40542191,51.510094,51.47798028,51.4384952,51.39481738,51.34953371,51.30052759,51.25014783
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Zambia,ZMB,51.89251113,51.84807893,51.77003176,51.68635366,51.60636588,51.52309967,51.42859366,51.32306406,51.21521217,51.11154888,51.01859599,50.94362811,50.89585494,50.8602641,50.82608597,50.79119417,50.76178144,50.73598675,50.71160028,50.69091298,50.67376108,50.661699,50.65504895,50.65539829,50.66120194
"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,Zimbabwe,ZWE,52.45292646,52.49886858,52.53953118,52.57157409,52.61237573,52.67591221,52.76856718,52.80903679,52.8335655,52.8939399,52.95044642,53.00409953,53.06147768,53.08218845,53.05831866,53.02870945,52.99988972,52.97311147,52.94839348,52.92375512,52.90019778,52.86932727,52.83284659,52.78585502,52.72090832
